windGenerators:	TESLA_WIND	MOHAVE_WIND	IMPRLVLY_WIND	VACA-DIX_WIND	ADELANTO_WIND
3234	18.5853648	105.0997246	31.25896635	48.32913848	137.7246439
3235	14.60973357	224.8812634	36.09603762	23.91084501	143.9316347
3236	17.82810171	302.8398833	55.31304614	32.55116424	137.7246439
3237	27.16680334	288.5209531	71.13721335	52.83713112	127.3796594
3238	36.17011376	342.6146894	50.03832373	66.4435014	160.48361
3239	45.49497099	365.4712704	46.25388728	78.20844656	208.070539
3240	99.99720835	341.0236971	49.63983717	178.7719819	422.9496221
3241	278.1457734	309.2038523	50.03832373	399.5980333	613.704559
3242	356.2563727	282.1569841	86.96138057	412.5027593	1114.636513
3243	323.9347454	712.3630887	171.1425166	431.8598484	1860.653967
3244	504.524289	948.8567711	462.0462068	575.6228266	3828.344848
3245	490.2944632	1029.063102	598.4368837	578.9140625	5026.00149
3246	480.3335851	1006.710518	505.5773416	531.1911418	6181.878503
3247	440.7938385	843.3013041	623.3345944	464.1216636	6321.850246
3248	406.7463651	732.3431731	593.1016599	462.5085728	6086.838795
3249	388.4131102	951.4864869	489.253166	428.6336669	5986.888293
3250	174.0626221	873.6101644	324.8853692	321.1845707	5325.549063
3251	152.1393862	677.8520337	306.0448077	286.8675121	5008.538281
3252	88.70876373	408.7388849	384.0529235	220.7759997	3157.898216
3253	112.832206	183.2437739	350.006118	256.8400859	1787.562856
3254	61.80802948	101.2315153	378.6115317	232.9350574	1090.13158
3255	91.97533483	107.4206501	318.605182	262.5595956	1102.384047
3256	65.42928217	70.28584111	232.2526081	225.1974752	896.2271987
3257	58.18677679	66.41763184	179.8351832	218.5652619	825.5965388
3258	79.3969711	62.44095793	191.0114689	161.0860797	646.3033251
3259	46.45961139	106.6470083	213.3640402	63.99247115	711.5008574
3260	49.39230598	119.025278	214.6058497	62.52185301	1004.364316
3261	74.22375298	198.4843477	218.3312782	87.52236148	1487.889299
3262	110.4256439	375.4561045	273.0738249	109.2035947	1780.253745
3263	117.6453301	428.7085531	357.856352	99.21839057	2083.979551
3264	198.7104598	508.3460822	374.9839371	158.875342	2942.587348
3265	143.3153254	843.3013041	295.0544801	131.3136896	4563.226457
3266	146.5240748	783.2015699	440.2806393	196.4578841	5612.07391
3267	181.1048614	1167.980024	407.6322882	286.8675121	5170.639633
3268	272.7588355	1320.572799	246.3830293	349.7821195	4842.637798
3269	344.1357624	1155.378952	99.26906618	375.4016719	4921.222237
3270	330.6684177	1262.492163	58.82952774	354.0717518	4510.83683
3271	415.9129926	1164.697887	110.6976314	397.9849425	4272.7294
3272	414.6034743	1260.4275	130.1628026	415.7289408	4229.162287
3273	410.6749197	1031.902178	182.3188023	477.0263896	4081.034103
3274	427.6986564	1260.4275	219.5730877	514.7349623	3898.052229
3275	311.8141351	1317.075208	214.6058497	468.9609358	4020.040145
3276	239.7901895	1055.496611	223.2985163	417.3420316	2850.311262
3277	208.1001123	500.6786122	198.462326	397.9849425	1941.05419
3278	121.6562669	306.0218678	91.35698258	362.4969459	1824.108412
3279	132.0847024	113.609785	66.74161135	425.4074854	1999.527079
3280	84.57018923	71.83312482	50.03832373	332.6235902	1175.898845
3281	34.88392656	57.93358072	53.55480533	194.2471464	985.985616
3282	33.59773936	56.43112165	60.58776854	137.7327494	896.2271987
3283	47.102705	118.2516361	66.74161135	135.5930628	936.9757504
3284	67.49856942	144.5561635	100.1481866	129.8872319	1084.005347
3285	115.238768	204.3461069	152.5153739	286.8675121	1846.035745
3286	120.0518922	613.7737941	174.8679452	339.7729774	3219.415607
3287	201.057873	525.5978896	200.945945	373.7885812	4676.737314
3288	336.0553556	717.8122026	168.6588976	478.6394804	5880.690884
3289	397.5797377	1083.62243	153.7571834	499.9244007	6672.708013
3290	413.2939561	986.9876499	198.462326	431.8598484	6823.89267
3291	432.9367292	956.7459185	241.6728889	378.6278534	6813.496533
3292	484.6025329	960.6904921	263.6535441	427.0205761	6869.940774
3293	557.1746446	985.672792	279.3540121	460.895482	6844.933789
3294	654.2752421	839.7355559	110.6976314	569.0403548	6854.222098
3295	696.4410224	937.7936332	81.68665816	611.8264216	6819.437183
3296	595.8918539	1153.936979	50.03832373	550.9385573	6693.770341
3297	507.3702542	1155.215425	41.41681601	536.1279957	6168.33285
3298	375.3179281	839.7355559	26.9056022	456.0562098	5240.348877
3299	401.5082923	569.6858418	34.16120911	513.0893443	3732.497199
3300	402.8178105	512.1798171	48.67242292	498.2787827	1970.290635
3301	393.651183	130.4879415	72.01633375	370.5623996	1553.671299
3302	414.6034743	71.83312482	90.47786217	322.6144481	1286.171043
3303	418.532029	78.02225966	108.0602702	342.6327323	1077.879114
3304	436.8652839	77.2486178	93.11522338	378.6278534	738.6664958
3305	505.9472716	102.0051572	74.65369496	388.306398	635.4370698
3306	481.7565677	115.9307105	59.70864814	345.4924872	559.3732822
3307	432.9367292	191.4502367	101.027307	256.8400859	505.0420053
3308	306.4271973	178.5543666	163.6916595	177.666613	559.3732822
3309	276.7990389	271.0200384	191.0114689	206.4062041	651.7364528
3310	302.3869938	681.4847764	176.1097547	232.9350574	874.494688
3311	276.7990389	725.0776879	114.214113	192.0364086	1084.005347
3312	340.095559	609.9400591	154.9989929	218.5652619	1341.307142
3313	453.8890205	688.7502616	285.6341993	377.0147627	1919.126857
3314	440.7938385	585.0207818	273.0738249	367.3362181	2973.346044
3315	451.2699841	862.9129196	382.2391263	499.9244007	4580.689666
3316	550.0597317	1343.144677	356.2863052	595.370242	5588.895095
3317	465.6746844	1193.819558	416.7012747	519.6718161	5824.468727
3318	442.1033567	1155.378952	398.5633018	467.3478451	5836.96254
3319	448.6509477	1256.711106	385.8667208	498.2787827	4903.759029
3320	431.627211	1033.108319	356.2863052	519.6718161	4272.7294
3321	371.3893735	1149.554618	376.7977344	401.211124	4255.302555
3322	303.7337283	1258.77577	199.7041355	354.0717518	4124.601216
3323	333.3618867	1303.959241	161.2080405	451.2169375	3845.771693
3324	392.3416648	1088.736216	72.01633375	508.1524904	3106.633724
3325	400.1987741	786.8343125	42.86793739	506.5068725	1280.04481
3326	363.5322643	463.6554725	43.83535165	451.2169375	792.9977727
3327	344.1357624	115.1570687	35.12862336	336.9132225	635.4370698
3328	305.0804628	158.6243854	32.71008773	241.7780085	782.1315173
3329	248.0061354	256.7011082	29.80784497	178.7719819	700.634602
3330	185.7996877	122.8934872	33.67750198	138.4459783	435.3820178
3331	109.6234566	151.5902744	36.57974474	102.071306	413.6253253
3332	63.35999492	173.8649592	45.28647303	70.85535583	651.7364528
3333	48.35766235	190.2778849	56.19216654	33.6781624	836.4627942
3334	50.94427142	199.6566995	52.67568493	32.55116424	998.2380824
3335	64.91196035	173.8649592	48.18871579	36.30782477	1145.267679
3336	108.8212692	192.6225886	49.15920333	45.32381006	1568.289521
3337	182.278568	152.7626263	48.67242292	119.1887989	1794.871967
3338	210.4475255	103.5524409	34.16120911	215.2491552	2784.988429
3339	201.057873	62.94177762	16.26404541	262.5595956	3455.232272
3340	238.6164829	22.55626164	14.81292403	345.4924872	4150.741484
3341	140.106576	8.530898714	19.16628817	286.8675121	4702.932127
3342	161.1518499	2.919810373	30.29155209	318.3248158	5557.913209
3343	144.1175127	3.692801374	42.38423027	308.3156737	5387.512836
3344	109.6234566	5.824249728	47.22130153	281.1480023	4307.58309
3345	99.99720835	14.43631468	49.15920333	299.7364091	2750.370707
3346	56.63481135	19.35749465	56.19216654	289.727267	1310.675976
3347	36.49166057	48.4180066	55.31304614	207.511573	429.1658199
3348	30.70381815	51.92374444	96.63170498	190.9310397	191.5185637
3349	54.5655241	43.91062939	104.5437886	226.3028441	104.6206933
3350	81.46625835	21.57202564	94.87346418	236.2511641	50.89750466
3351	90.37096012	16.89690467	86.96138057	279.7181249	30.17015314
3352	69.56785667	12.46784269	69.37897255	235.1457952	19.06621482
3353	41.31486258	19.84961265	83.44489897	114.1961968	34.61172847
3354	43.88723699	29.88767806	95.75258458	47.57780638	59.10276119
3355	47.7457986	21.81808464	127.6791836	32.55116424	143.9316347
3356	49.90962779	20.83384865	143.8227073	36.30782477	233.3555882
3357	35.20547336	41.40653094	192.2532784	29.54583581	370.1119405
3358	27.80989694	23.37702209	240.1028421	24.09403258	630.0039421
3359	42.92259658	20.83384865	255.8033101	28.41883765	841.8959218
3360	64.39463854	26.88275992	321.7452756	45.32381006	1175.898845
3361	113.6343933	34.39505528	700.0118335	80.6594768	1729.089967
3362	216.3160583	59.93685948	891.4966598	232.9350574	3229.668506
3363	268.7186321	168.0032001	1069.030371	354.0717518	5379.767364
3364	427.6986564	250.3371393	1035.75551	499.9244007	6613.911937
3365	457.8175752	294.8849221	920.6752658	475.4132989	6707.845112
3366	402.8178105	323.5227824	920.6752658	365.7231274	6607.118761
3367	349.5227003	226.4722556	895.6795727	272.5687377	5618.320816
3368	313.1608696	135.1773488	765.1807298	251.1205761	4668.00571
3369	333.3618867	172.6926074	701.5273893	321.1845707	3055.369232
3370	294.306587	285.3389686	814.809924	325.474203	1304.549743
3371	260.6382253	306.0218678	890.1023555	326.9040804	771.2652619
3372	221.0108845	438.6933872	816.2042283	294.0168993	526.774516
3373	201.057873	197.3119959	628.6698182	205.3008352	488.7426222
3374	157.6307302	132.8326451	480.1841796	208.6169419	432.2739188
3375	75.77571841	125.7985341	427.5840584	105.6374504	354.5714459
3376	50.4269496	84.2113945	339.0157904	71.34556188	189.4495668
3377	25.55906934	41.90735063	243.2429357	34.05382845	206.0015421
3378	27.48835014	35.89751435	301.3346673	30.29716792	307.9499622
3379	32.63309895	54.42784289	343.7259308	36.68349083	345.2471492
3380	49.90962779	62.44095793	326.455416	41.94281557	463.354908
3381	86.12215466	65.64398998	357.856352	73.30638607	662.6027082
3382	77.84500566	71.05948297	503.7635443	109.2035947	936.9757504
3383	86.12215466	70.28584111	668.1851633	134.879834	1280.04481
3384	181.1048614	71.83312482	824.570054	215.2491552	1648.689744
3385	349.5227003	38.4016128	873.3707041	344.0626097	2127.251704
3386	383.1750374	79.56954337	842.6960097	393.1456702	2672.480831
3387	436.8652839	204.3461069	693.9496106	454.443119	3198.90981
3388	520.1770975	259.8830927	722.7451694	557.5210291	4379.862764
3389	535.8299059	141.039108	634.0050419	573.9772086	4176.881751
3390	457.8175752	82.66411079	601.9936995	513.0893443	4432.252391
3391	447.3414295	33.89423559	537.9710147	494.9875468	4133.314638
3392	456.508057	11.97572469	707.5896122	481.8656619	4685.468918
3393	438.1748021	11.97572469	462.0462068	451.2169375	4020.040145
3394	336.0553556	12.22178369	467.4875986	359.7912616	3250.174303
3395	288.9196491	11.97572469	489.253166	380.2409442	1999.527079
3396	248.0061354	3.60971874	420.3288692	446.3776652	1047.247948
3397	268.7186321	2.597730789	427.5840584	493.1572972	559.3732822
3398	171.7152089	2.275651206	326.455416	422.1813039	317.2742589
3399	176.4100352	3.60971874	324.8853692	439.9253022	314.16616
3400	192.841927	6.562426724	279.3540121	467.3478451	195.6565576
3401	143.3153254	14.19025568	219.5730877	341.2028548	203.9325452
3402	100.7993957	32.89259621	199.7041355	222.9867374	307.9499622
3403	98.39283364	62.44095793	255.8033101	137.0195206	298.6256654
3404	76.81036204	102.0051572	213.3640402	111.3432813	351.463347
3405	49.39230598	113.609785	207.1549926	62.03164696	435.3820178
3406	45.81651779	58.43440041	251.0931697	53.69814413	575.6726652
3407	59.73874223	49.92046567	296.6245269	103.4977638	749.5327512
3408	115.238768	160.9690891	329.5955096	259.6998407	1059.500414
3409	291.6131181	204.3461069	447.5358285	518.0261982	1926.435968
3410	418.532029	240.7911858	575.3175808	631.9079579	3802.20458
3411	415.9129926	318.7498057	704.5585007	626.6369832	4290.156245
3412	463.055648	415.395441	543.3062384	739.1810285	4764.053358
3413	493.1404284	602.2725892	564.6471334	755.9424458	5093.184918
3414	396.2702195	634.8593365	359.4263988	653.6978004	5364.276421
3415	377.9369646	415.395441	306.0448077	640.2886666	5550.167738
3416	348.1759658	239.2001935	420.3288692	603.5983318	5550.167738
3417	301.0402594	352.1581583	474.7427877	598.661478	5635.367924
3418	314.5076041	184.4161257	356.2863052	657.0500838	4475.910413
3419	249.8643495	187.9331812	244.8129825	541.0648495	3475.738069
3420	266.0251631	445.3499433	195.9787069	521.3174341	2170.523857
3421	305.0804628	395.4257727	163.6916595	499.9244007	1663.307966
3422	358.9498416	329.8867514	153.7571834	534.4823777	1224.908711
3423	481.7565677	237.6092013	147.5481358	667.1069342	722.3671127
3424	426.3891382	301.248891	100.1481866	582.2052984	339.0309514
3425	344.1357624	377.1202435	102.7855478	468.9609358	172.8975915
3426	358.9498416	271.0200384	103.6646682	488.3180249	164.6216038
3427	287.5729147	375.4561045	111.5767518	467.3478451	211.5988958
3428	368.7703371	315.5678212	145.0645168	460.895482	295.5175665
3429	302.3869938	298.0669066	184.8024213	410.8896686	367.0038416
3430	260.6382253	269.4290462	183.5606118	335.4833451	494.1757499
3431	275.4523044	179.7267184	159.966231	368.9493089	510.475133
3432	398.8892559	166.8308483	136.3718502	544.3560854	559.3732822
3433	508.7932368	280.5659919	97.51082538	940.8138899	754.9658789
3434	465.6746844	676.0356624	177.3515642	703.9820522	1041.121715
3435	471.7956896	696.0157469	133.8882312	590.4333882	1071.752881
3436	520.1770975	882.5245351	213.3640402	700.6297688	1341.307142
3437	542.9448188	770.4869707	219.5730877	821.6806773	1670.617078
3438	451.2699841	182.0714221	212.1222306	673.8115011	1553.671299
3439	389.7226284	110.5152176	247.9530761	620.0545114	1218.782478
3440	414.6034743	59.43603979	219.5730877	624.9913652	738.6664958
3441	448.6509477	13.94419668	194.7368974	650.3455169	814.7302834
3442	411.9844379	1.244996538	103.6646682	643.64095	477.8763669
3443	224.5320042	0.858501037	51.79656453	537.7736136	429.1658199
3444	104.8103325	3.17747404	50.91744413	422.1813039	373.2200394
3445	88.19144191	3.241889957	42.38423027	365.7231274	206.0015421
3446	70.60250029	4.101836737	53.55480533	354.0717518	201.8635483
3447	61.29070767	5.824249728	45.28647303	348.352242	206.0015421
3448	38.74248817	2.211235289	43.35164452	226.3028441	129.4486563
3449	26.84525654	3.563969541	45.77018015	175.4558753	141.8626378
3450	30.70381815	17.38902267	82.56577857	220.7759997	191.5185637
3451	32.95464576	37.90079311	112.4558722	226.3028441	276.868973
3452	36.17011376	76.47497595	145.0645168	210.8276797	379.4362373
3453	25.23752253	163.3137928	166.1752786	186.5095641	477.8763669
3454	31.66845855	304.4308755	198.462326	206.4062041	787.564645
3455	31.66845855	277.3840074	193.4950879	186.5095641	924.723284
3456	34.88392656	456.9989164	224.5403258	183.1934575	1261.66611
3457	24.59442893	848.6499265	342.155884	224.0921063	1626.762411
3458	32.95464576	1047.471113	454.7910176	229.6189508	2681.135262
3459	51.97891504	1223.257153	500.1359497	249.6906987	3465.485171
3460	114.4365807	1295.126115	433.0254502	373.7885812	3915.479074
3461	198.7104598	1354.736542	346.8660244	539.4192316	3802.20458
3462	268.7186321	1178.838032	262.0834973	582.2052984	2421.502344
3463	240.963896	1005.39566	207.1549926	531.1911418	1765.635522
3464	149.7328242	823.6896887	172.3843261	464.1216636	1597.525966
3465	119.2497048	944.9121975	150.0317549	412.5027593	1838.726634
3466	128.875953	918.1820178	145.0645168	475.4132989	1772.944634
3467	104.0081451	465.3196115	109.818511	459.2823913	1028.869248
3468	60.77338585	183.2437739	143.8227073	339.7729774	858.1953049
3469	118.4475174	99.68423159	131.4046121	402.8242148	640.8701974
3470	115.238768	51.42292475	138.8554692	331.1937128	553.9401545
3471	83.01822379	41.40653094	154.9989929	306.8857963	301.7337644
3472	47.4242518	37.90079311	112.4558722	203.0900975	112.896681
3473	24.59442893	48.4180066	71.13721335	99.21839057	61.17175811
3474	18.01741748	32.89259621	54.43392573	42.69414768	104.6206933
3475	18.01741748	21.81808464	82.56577857	26.54050739	181.1735792
3476	19.15331212	31.89095683	98.38994578	22.59960604	339.0309514
3477	21.23578562	44.91226877	101.9064274	24.7345011	640.8701974
3478	23.62978853	48.4180066	90.47786217	27.29183949	820.1634111
3479	33.27619256	47.41636722	71.13721335	57.12958647	787.564645
3480	109.6234566	45.41308846	86.96138057	199.7739908	847.3290495
3481	164.6729696	32.39177652	95.75258458	301.1662865	841.8959218
3482	170.5415024	30.88931745	64.10425015	342.6327323	1102.384047
3483	156.4570237	107.4206501	91.35698258	272.5687377	1255.539877
3484	163.499263	107.4206501	153.7571834	278.2882475	967.6069164
3485	161.1518499	134.004997	126.4373741	215.2491552	635.4370698
3486	204.5789927	36.89915373	113.3349926	246.8309438	444.7063145
3487	170.5415024	24.37866147	205.9131831	203.0900975	404.3010286
3488	243.3113092	78.02225966	252.6632165	268.2791054	348.3552481
3489	263.3316942	88.07960377	189.7696594	291.1571444	348.3552481
3490	121.6562669	82.66411079	138.8554692	176.5612442	279.9770719
3491	57.66945498	45.91390815	127.6791836	98.5051617	174.9665884
3492	50.4269496	14.92843268	142.5808978	105.6374504	77.72373342
3493	47.102705	11.4836067	167.4170881	127.7475453	45.71566678
3494	45.81651779	7.792721718	158.7244215	177.666613	48.676717
3495	31.66845855	3.60971874	200.945945	123.4681721	40.48178896
3496	26.84525654	4.347895736	147.5481358	111.3432813	43.49487912
3497	36.17011376	8.776957712	111.5767518	211.9330486	42.01435401
3498	52.49623685	19.84961265	90.47786217	216.3545241	52.89577045
3499	39.70712857	38.4016128	86.96138057	137.0195206	92.20671183
3500	34.88392656	35.89751435	106.3020294	132.7401474	117.0346748
3501	43.24414338	30.38849776	146.3063263	167.7182931	127.3796594
3502	68.01589123	21.57202564	202.1877545	204.1954663	164.6216038
3503	113.6343933	43.91062939	288.7742929	227.408213	189.4495668
3504	209.2738189	58.43440041	350.006118	425.4074854	248.8960828
3505	375.3179281	50.92210506	754.5718397	775.7678177	255.1122806
3506	360.9132279	144.5561635	892.8909641	693.9252018	388.760534
3507	350.8694348	328.2957592	972.1767549	739.1810285	467.0101115
3508	446.0319113	433.7009702	959.3013826	792.9851401	548.5070268
3509	429.0081746	148.073219	823.1757497	687.2206349	553.9401545
3510	520.1770975	45.41308846	658.9027527	705.6581939	407.4091275
3511	551.4827143	42.90899001	442.0944366	702.3059105	385.6524351
3512	531.5609581	82.66411079	471.1151932	695.6013436	472.4432392
3513	518.7541149	116.7043524	534.4141989	698.953627	564.8064098
3514	545.7907839	234.4272168	471.1151932	673.8115011	450.9225123
3515	488.8714806	170.3479038	309.1849013	693.9252018	360.7876438
3516	319.894542	146.9008671	202.1877545	542.7104675	146.0006316
3517	184.6259811	299.6578988	152.5153739	351.2119969	98.41370257
3518	98.39283364	177.3820147	90.47786217	282.5778798	44.61978279
3519	43.24414338	65.64398998	63.22512974	177.666613	47.19619189
3520	28.13144374	28.88603868	49.63983717	127.0343164	34.61172847
3521	19.91057521	20.34173065	39.4819875	88.50277358	47.93645445
3522	19.15331212	21.07990765	34.64491623	70.36514978	114.9656779
3523	17.82810171	33.3934159	56.19216654	59.58061672	193.5875606
3524	29.09608415	49.92046567	91.35698258	52.46146507	422.9496221
3525	47.32301873	34.39505528	106.3020294	49.45613664	668.0358359
3526	47.102705	23.04837963	115.9723538	91.93421592	695.2014743
3527	66.46392579	36.89915373	169.9007071	164.4021864	906.3445844
3528	124.8650163	77.2486178	235.3927017	356.9315067	1780.253745
3529	274.10557	48.4180066	266.7936377	597.01586	3749.924045
3530	490.2944632	53.42620351	288.7742929	601.9527139	5085.439446
3531	498.8323587	112.8361431	331.1655564	610.1808036	5618.320816
3532	511.639202	164.4861446	378.6115317	698.953627	6236.061113
3533	567.1355227	213.7249215	296.6245269	737.5048868	6096.089369
3534	544.3678014	163.3137928	304.4747609	648.6693752	6385.063292
3535	471.7956896	175.0373111	285.6341993	506.5068725	6159.302415
3536	411.9844379	247.1551548	208.3968021	401.211124	5433.985665
3537	394.9607012	586.9376492	204.6713736	430.2467577	4115.887793
3538	330.6684177	579.2701793	204.6713736	370.5623996	1824.108412
3539	368.7703371	455.3347774	169.9007071	370.5623996	1077.879114
3540	465.6746844	290.1119453	173.6261357	441.538393	985.985616
3541	493.1404284	118.2516361	114.214113	423.7943946	1692.544411
3542	392.3416648	30.88931745	78.17017656	362.4969459	1065.626648
3543	278.1457734	19.11143566	48.18871579	314.0351835	373.2200394
3544	301.0402594	15.66660967	49.15613004	286.8675121	135.655647
3545	257.9447563	23.04837963	50.03832373	201.9847286	43.49487912
3546	232.7479501	57.43276103	75.53281536	142.0121226	47.93645445
3547	255.2512874	120.5725617	95.75258458	144.8650381	67.37874885
3548	172.8889155	122.1198454	132.6464216	140.5856649	133.5866501
3549	224.5320042	226.4722556	157.482612	180.9827197	189.4495668
3550	119.2497048	307.61286	126.4373741	82.62030099	289.3013687
3551	140.9087633	290.1119453	101.027307	100.6448483	398.0848308
3552	271.412101	357.1505753	114.214113	248.2608212	668.0358359
3553	463.055648	328.2957592	64.10425015	481.8656619	831.0296665
3554	483.1795503	251.9281315	67.62073175	468.9609358	782.1315173
3555	535.8299059	294.8849221	70.25809295	415.7289408	586.5389206
3556	655.8970029	267.8380539	102.7855478	518.0261982	765.8321342
3557	770.2706739	255.110116	108.9393906	588.7877702	1286.171043
3558	789.570107	159.7967373	67.62073175	616.7632755	2135.906134
3559	768.3407306	88.07960377	64.98337055	565.7491189	3024.610536
3560	791.5000503	35.39669466	70.25809295	606.8895677	3219.415607
3561	765.4458156	28.88603868	81.68665816	585.4965343	2698.444123
3562	693.1975009	73.38040853	88.71962137	509.7981084	1371.938308
3563	537.2528884	107.4206501	46.52184213	464.1216636	738.6664958
3564	279.4925078	107.4206501	48.67242292	309.7455511	461.5769838
3565	211.621232	105.0997246	39.4819875	294.0168993	435.3820178
3566	182.278568	78.02225966	43.35164452	200.8793597	227.1393904
3567	171.7152089	57.43276103	49.15613004	172.1397686	146.0006316
3568	76.81036204	45.91390815	45.64272173	86.05174333	50.89750466
3569	36.49166057	30.38849776	63.22512974	35.93215872	54.96476736
3570	44.85187739	29.88767806	57.95040734	34.80516056	110.8276841
3571	76.81036204	20.09567165	67.62073175	26.91617344	195.6565576
3572	66.9812476	22.37538271	79.04929696	29.92150187	357.6795449
3573	56.11748954	33.3934159	89.59874177	22.17262702	447.8144134
3574	69.56785667	55.42948227	104.5437886	25.37496962	640.8701974
3575	112.832206	91.17417119	163.6916595	40.44015136	711.5008574
3576	217.4897648	138.6944043	369.5425453	116.3358834	1108.51028
3577	318.5478075	165.6584964	501.949747	209.7223108	1612.144188
3578	346.8292314	323.5227824	442.0944366	329.7638353	2430.156775
3579	438.1748021	640.609939	394.9357072	456.0562098	2395.539052
3580	574.2504356	1087.457769	385.8667208	554.2297932	3950.332764
3581	599.1353755	1194.631497	380.425329	618.4088934	5054.45756
3582	592.6483323	852.2156748	342.155884	626.6369832	4379.862764
3583	612.1094617	759.5887428	335.8756968	645.3170917	3485.990968
3584	521.60008	864.6957937	357.856352	588.7877702	2655.17197
3585	427.6986564	984.3579341	371.3563426	483.4787526	2153.214995
3586	439.4843203	902.1361506	209.6386116	498.2787827	1329.054675
3587	594.2700931	1082.343984	79.04929696	717.391186	1010.490549
3588	595.8918539	889.6560316	44.31905877	886.0214652	998.2380824
3589	647.7881989	755.9560002	37.547159	960.844081	1359.685841
3590	500.2553413	461.9913335	47.70500866	730.8003199	1977.599746
3591	372.6988917	344.2056816	57.07128694	513.0893443	1473.271077
3592	223.3582976	271.0200384	57.95040734	336.9132225	792.9977727
3593	169.3677958	240.7911858	46.73759441	227.408213	630.0039421
3594	123.2606416	122.8934872	46.73759441	159.9807108	782.1315173
3595	112.832206	126.7616965	51.79656453	122.7549432	657.1695805
3596	133.6890771	180.8990702	81.68665816	118.47557	722.3671127
3597	174.0626221	290.1119453	96.63170498	171.0343997	901.6603264
3598	257.9447563	465.3196115	100.1481866	295.4467767	973.7331496
3599	306.4271973	430.3726921	113.3349926	322.6144481	1341.307142
3600	417.2225108	623.3581316	199.7041355	362.6510164	2681.135262
3601	550.0597317	1253.00616	559.3119096	423.7943946	5999.382106
3602	500.2553413	1335.506472	573.5391729	406.0503963	6554.662154
3603	552.9056969	1322.030129	478.3703823	447.990756	6639.672713
3604	579.9423659	1310.371491	438.4668421	552.5841752	6764.064471
3605	586.1612892	1252.226161	365.9149507	673.8115011	6670.36554
3606	599.1353755	1087.457769	224.5403258	720.7434695	6572.694696
3607	644.5446774	1332.90829	203.429564	818.8111236	6588.151162
3608	698.0627832	1139.070816	204.6713736	757.6185875	6508.292758
3609	662.384046	1033.179269	227.0239448	695.6013436	6534.053533
3610	724.9170061	1239.367936	285.6341993	768.5939334	6609.461234
3611	822.2800218	1301.336047	343.7259308	792.9851401	6639.913387
3612	793.4299936	670.5865485	369.5425453	688.8967767	6577.846852
3613	766.4107873	463.6554725	416.7012747	693.9252018	6696.346419
3614	676.979893	405.4106069	396.7495045	730.8003199	6658.653173
3615	665.6275676	168.0032001	476.556585	697.2774853	6619.064092
3616	602.378897	74.92769224	343.7259308	493.3419288	5955.653761
3617	504.524289	125.7985341	208.3968021	417.3420316	4982.343468
3618	330.6684177	280.5659919	191.0114689	345.4924872	4115.887793
3619	225.7057107	466.9837506	116.8514742	314.0351835	2516.701081
3620	134.4912645	598.4388542	116.8514742	243.9887463	2850.311262
3621	126.469391	650.606464	162.44985	195.3525152	3688.930086
3622	182.278568	623.3581316	227.0239448	209.7223108	4886.29582
3623	266.0251631	623.3581316	350.006118	253.980331	4938.685446
3624	418.532029	613.7737941	653.5675289	385.0802165	5403.003779
3625	584.5395284	685.117519	821.7814454	537.7736136	6141.241545
3626	494.563411	706.9139747	832.9358797	488.3180249	6195.424155
3627	493.1404284	829.0383111	718.1985023	536.1279957	6136.726327
3628	449.9604659	952.8013448	765.1807298	473.8002081	6114.150239
3629	481.7565677	755.9560002	901.2567898	526.2542879	5993.135199
3630	521.60008	443.6858043	865.0048783	573.9772086	5511.44038
3631	474.6416548	220.7590325	809.2327068	592.0790061	4633.079292
3632	436.8652839	79.56954337	839.9074012	498.2787827	4379.862764
3633	383.1750374	35.89751435	751.5407282	473.8002081	3880.625383
3634	384.4845556	21.81808464	781.8518428	573.9772086	3985.186454
3635	336.0553556	67.96491555	798.0782725	522.963052	4641.810896
3636	297.000056	80.34318522	630.4482261	433.4729392	4484.642017
3637	223.3582976	69.51219926	573.5391729	341.2028548	3671.503241
3638	362.2227461	34.89587497	575.3175808	407.6634871	4606.884479
3639	341.4422935	21.07990765	658.9027527	359.7912616	5472.713022
3640	225.7057107	18.86537666	393.12191	193.1417775	5341.040006
3641	130.4803277	14.68237368	179.8351832	127.0343164	3967.759609
3642	82.50090198	47.41636722	137.6136597	76.73782841	1341.307142
3643	56.11748954	114.3834268	131.4046121	49.08047059	581.1057929
3644	33.91928616	382.1126606	158.7244215	59.58061672	936.9757504
3645	39.06403497	696.0157469	194.7368974	78.69865261	1677.926189
3646	48.87498417	737.7922871	225.7821353	83.60071309	1787.562856
3647	71.1198221	848.6499265	251.0931697	84.58112519	2369.57576
3648	119.2497048	648.2774089	357.856352	144.1518092	3291.185897
3649	430.3176928	663.3210632	710.6207236	356.9315067	5046.712088
3650	494.563411	672.4029198	834.330184	397.9849425	6245.091548
3651	503.1013065	663.3210632	944.0850336	418.9551224	6672.708013
3652	513.0621845	476.9685847	1033.738852	418.9551224	6850.649671
3653	538.675871	458.6630555	1025.672219	407.6634871	6888.517392
3654	547.2137665	508.3460822	959.3013826	406.0503963	6811.364839
3655	608.8659401	719.6285739	885.9194426	499.9244007	6645.701424
3656	542.9448188	934.227885	799.4725768	423.7943946	6656.276548
3657	505.9472716	611.8569266	728.8073923	401.211124	6874.481746
3658	477.48762	149.2455708	731.8385038	409.2765778	6819.437183
3659	477.48762	102.778799	818.9928368	478.6394804	6684.420379
3660	447.3414295	110.5152176	721.2296137	489.9311157	6795.674584
